Epoca,Iteracao,Erro_Quadratico
1071,3,0.000637394800462254
1071,4,0.0001380525908408106
1072,1,0.0004644632140742156
1072,2,0.0016312393925620589
1072,3,0.0006366867413150712
1072,4,0.00013787193220347156
1073,1,0.0004638730758253497
1073,2,0.0006329742735169229
1073,3,0.00013717682754356563
1073,4,0.0016326885181074243
1074,1,0.0006332347331578809
1074,2,0.00046235406946945335
1074,3,0.0016300699678792076
1074,4,0.00013751749027817448
1075,1,0.0004627145830774844
1075,2,0.0016249884007642139
1075,3,0.0006346060416382828
1075,4,0.00013733797032856827
1076,1,0.00046212839415921847
1076,2,0.0006309181618030577
1076,3,0.0016259152728551722
1076,4,0.00013716146353036018
1077,1,0.00013708072544370273
1077,2,0.0004613055711110925
1077,3,0.0006298780946910653
1077,4,0.001624342615927922
1078,1,0.0006304986159936262
1078,2,0.0004600456859064084
1078,3,0.0016217491314702939
1078,4,0.00013680992283931527
1079,1,0.0006298204951385052
1079,2,0.0016178517004764162
1079,3,0.000461300958272715
1079,4,0.0001366329324498935
1080,1,0.0001365528116695118
1080,2,0.0016133556128677068
1080,3,0.0006317350813070397
1080,4,0.0004604684225342153
1081,1,0.0004592392624622344
1081,2,0.00013613126780088038
1081,3,0.0016131549011397467
1081,4,0.0006301084451268991
1082,1,0.0004586623132647057
1082,2,0.00013595528740935884
1082,3,0.0016111228693164966
1082,4,0.0006294186711924575
1083,1,0.0016067841920051626
1083,2,0.0006300105064941241
1083,3,0.00013616545438718412
1083,4,0.0004587253648593941
1084,1,0.00013584365652918867
1084,2,0.0006260183796045291
1084,3,0.001608218925805462
1084,4,0.00045815110159780906
1085,1,0.00013566923300251137
1085,2,0.0006253455158283698
1085,3,0.0004557777851295301
1085,4,0.0016079853680920238
1086,1,0.0004563708891627079
1086,2,0.001602523626853723
1086,3,0.00013575775818104499
1086,4,0.0006266840526095382
1087,1,0.00045579905744008676
1087,2,0.0006234431312877796
1087,3,0.00013472836348063906
1087,4,0.0016039275844090316
1088,1,0.0001351497123421717
1088,2,0.0015972032051776912
1088,3,0.0006262468227340459
1088,4,0.00045586904969855156
1089,1,0.0015947261631473462
1089,2,0.0004564476814005789
1089,3,0.00013523186322575323
1089,4,0.0006246397789325184
1090,1,0.0006223267778285138
1090,2,0.00013444633342932116
1090,3,0.0015961408247947197
1090,4,0.00045472505152683055
1091,1,0.0006216612067261329
1091,2,0.0004526214146107403
1091,3,0.0015954158685009439
1091,4,0.00013453342578316762
1092,1,0.0015887568246767008
1092,2,0.00013494960566934423
1092,3,0.000454501409596021
1092,4,0.0006226206117492676
1093,1,0.0006203225505374094
1093,2,0.00013393141635978912
1093,3,0.0015901618628647344
1093,4,0.000453029044418157
1094,1,0.00013411025803657805
1094,2,0.0004516031987126214
1094,3,0.000618413968367091
1094,4,0.0015899303743640925
1095,1,0.0006190092764496375
1095,2,0.00013359263189897578
1095,3,0.0015861710190003982
1095,4,0.00045191333989062435
1096,1,0.0015808495807990294
1096,2,0.00045248281500576886
1096,3,0.0006203053236512496
1096,4,0.00013367439385299904
1097,1,0.000617676938454864
1097,2,0.00013325097455147295
1097,3,0.0004490380802729307
1097,4,0.0015839894110202298
1098,1,0.0015769303968996258
1098,2,0.00013391591720941846
1098,3,0.0006195227936181864
1098,4,0.000450229140260519
1099,1,0.0006163556679919037
1099,2,0.00013291213641308623
1099,3,0.00044793307929277126
1099,4,0.0015800559168211471
1100,1,0.0006157088885105942
1100,2,0.0004476207724785281
1100,3,0.0015775918531463948
1100,4,0.0001329979962230097
1101,1,0.00013292205747496709
1101,2,0.00157154943746446
1101,3,0.0004494631144186266
1101,4,0.0006166513129089691
1102,1,0.0006143971384778012
1102,2,0.0015719602285814427
1102,3,0.00013288994874917308
1102,4,0.00044801850798046727
1103,1,0.0001325830702073377
1103,2,0.0006134035749268796
1103,3,0.0015704942968182381
1103,4,0.0004474682975378863
1104,1,0.00156526732219215
1104,2,0.0004480275673884214
1104,3,0.0006150192669813594
1104,4,0.00013232071339165291
1105,1,0.00044575100484995793
1105,2,0.0006115588171822572
1105,3,0.0015678724667253629
1105,4,0.00013215469128822308
1106,1,0.0006117965081511362
1106,2,0.0001317401397221414
1106,3,0.0015646877592304545
1106,4,0.00044582009663841535
1107,1,0.0015594955810936636
1107,2,0.00044637561034773307
1107,3,0.0001321593694669174
1107,4,0.0006127203294569899
1108,1,0.001557601853714761
1108,2,0.00044581985471385906
1108,3,0.000612399202865801
1108,4,0.00013165021689499922
1109,1,0.0006098381638490476
1109,2,0.0004426952055047382
1109,3,0.0015601838777522217
1109,4,0.00013148555947496907
1110,1,0.0015537895717241978
1110,2,0.0006119736756809654
1110,3,0.0004438518972474058
1110,4,0.00013131754830807976
1111,1,0.0006085476511002965
1111,2,0.00013090784754384713
1111,3,0.0015551399180942817
1111,4,0.0004430845510694518
1112,1,0.0001310787614547129
1112,2,0.0004417196825801524
1112,3,0.0015521601242566246
1112,4,0.0006094697742188282
1113,1,0.0006072678363497581
1113,2,0.0001305792962609372
1113,3,0.0015513306749499727
1113,4,0.00044200618673931666
1114,1,0.0015462180644670311
1114,2,0.0006093803885556403
1114,3,0.0004416862372665943
1114,4,0.00013065625738295335
1115,1,0.0006059837859256524
1115,2,0.00043947181312287126
1115,3,0.001548765802979698
1115,4,0.00013049365612659189
1116,1,0.0015424562660914403
1116,2,0.0006080914127267095
1116,3,0.00013055126602683716
1116,4,0.000440388376255959
1117,1,0.00013025482057039817
1117,2,0.0004390398159570691
1117,3,0.0015427302539850495
1117,4,0.0006062519351608673
1118,1,0.00043873046003951204
1118,2,0.0001298694311067982
1118,3,0.001540855156578315
1118,4,0.000605612756188439
1119,1,0.0015368639589653013
1119,2,0.0004398613343921993
1119,3,0.000130166901988802
1119,4,0.000604966926587327
1120,1,0.0004376627137432987
1120,2,0.00153667440251987
1120,3,0.00013000301879991386
1120,4,0.0006043285450617047
1121,1,0.00043713304928768296
1121,2,0.0015348160357257484
1121,3,0.0006040214770600613
1121,4,0.0001295098505716076
1122,1,0.0015313140853179176
1122,2,0.0001298962282326201
1122,3,0.0006039006483027509
1122,4,0.00043718242377789
1123,1,0.0006008924758268582
1123,2,0.001532171767095523
1123,3,0.0004368751531440436
1123,4,0.00012918490076291178
1124,1,0.00043554769904862774
1124,2,0.0001288946577612318
1124,3,0.0005991027223550731
1124,4,0.0015324081193129131
1125,1,0.0004350304754866013
1125,2,0.0005988172182257214
1125,3,0.00012841213829329514
1125,4,0.0015305326149560956
1126,1,0.0001287956124225553
1126,2,0.0005987208623267408
1126,3,0.00043345970663767933
1126,4,0.0015286616469050282
1127,1,0.0005984340928153302
1127,2,0.0004331641156485138
1127,3,0.00012809753447841403
1127,4,0.0015267953187003247
1128,1,0.0004334870760941232
1128,2,0.0015218210994708615
1128,3,0.0005996538449425689
1128,4,0.00012838963748814262
1129,1,0.00012831884078784786
1129,2,0.0004327504431252262
1129,3,0.0005960451123825759
1129,4,0.0015231002005747197
1130,1,0.00012816141498018808
1130,2,0.00059627102465049
1130,3,0.0004314092645632404
1130,4,0.001521246087125062
1131,1,0.0015146905547387813
1131,2,0.0004335611373488596
1131,3,0.0001282362051957656
1131,4,0.0005974761969292152
1132,1,0.0005953601425089096
1132,2,0.0015155329919769491
1132,3,0.0004322067444936865
1132,4,0.0001277556344745505
1133,1,0.00012768553117605355
1133,2,0.00043069303281944134
1133,3,0.001513130351072671
1133,4,0.0005962395045288852
1134,1,0.00043039342839229803
1134,2,0.0005933082069399302
1134,3,0.001513503379496097
1134,4,0.0001274407728222216
1135,1,0.00012737101262587613
1135,2,0.000593211209774399
1135,3,0.0004288516388622902
1135,4,0.0015121168322005667
1136,1,0.00012721543770555748
1136,2,0.0005926111080792149
1136,3,0.0015086921710719399
1136,4,0.00042994655545967327
1137,1,0.0005923231848009451
1137,2,0.0004280536735029006
1137,3,0.0001265315024952353
1137,4,0.0015084746155851554
1138,1,0.0005917244712007783
1138,2,0.0015046258060909547
1138,3,0.00012702880057327876
1138,4,0.000428931019919991
1139,1,0.00059111926007122
1139,2,0.00042704654863717014
1139,3,0.001504413674934647
1139,4,0.00012666192821498307
1140,1,0.0004273601859789613
1140,2,0.00012638260546465993
1140,3,0.0015004477714885165
1140,4,0.0005919909843760644
1141,1,0.00012643689385862482
1141,2,0.00149708813392716
1141,3,0.0004282231017720617
1141,4,0.0005913748331352216
1142,1,0.0014948894121683313
1142,2,0.00042791918186450964
1142,3,0.00012650565269302643
1142,4,0.0005907583206873928
1143,1,0.00042583235450803123
1143,2,0.00012591393532344178
1143,3,0.0005875695456536424
1143,4,0.001497717212780972
1144,1,0.0001259697857552692
1144,2,0.0005877876023621187
1144,3,0.000424321179096441
1144,4,0.0014959192906225237
1145,1,0.00012581698579224303
1145,2,0.001489995208488973
1145,3,0.0005897689357955076
1145,4,0.0004253870401212617
1146,1,0.0005869010875313149
1146,2,0.0014903790131742083
1146,3,0.0004250932945893415
1146,4,0.0001255752371774365
1147,1,0.0014860557169770123
1147,2,0.00012593894920813714
1147,3,0.0005885542985904023
1147,4,0.0004243781135215502
1148,1,0.00012535201352478583
1148,2,0.000585389290323257
1148,3,0.0014873013402219137
1148,4,0.00042387951736013574
1149,1,0.00042283481123066893
1149,2,0.0005843089155911879
1149,3,0.00012468614938251405
1149,4,0.001487086682873643
1150,1,0.00042234433782924115
1150,2,0.000583727002106139
1150,3,0.0001245360859429358
1150,4,0.0014853117693934856
1151,1,0.0014790371836749942
1151,2,0.00042339900323169104
1151,3,0.0001251180299503143
1151,4,0.0005853710072386002
1152,1,0.0014773159910526276
1152,2,0.00042289444111900433
1152,3,0.00012496330819688255
1152,4,0.0005847667855081084
1153,1,0.00012458906803854445
1153,2,0.0014760229362284182
1153,3,0.0005849625695529393
1153,4,0.0004213897130324664
1154,1,0.00012443583940745327
1154,2,0.0005818367065990419
1154,3,0.0004193643232524532
1154,4,0.0014783559669068686
1155,1,0.0001242861034884331
1155,2,0.0005812587088346932
1155,3,0.0014750723096422236
1155,4,0.00042041170656420123
1156,1,0.0001241354924521267
1156,2,0.00041918100805901496
1156,3,0.001472350755361547
1156,4,0.0005824023134521681
1157,1,0.00041889467009133247
1157,2,0.00012378224654715958
1157,3,0.0005793045640742817
1157,4,0.0014731315408782818
1158,1,0.0014669509360232815
1158,2,0.00012425582387114091
1158,3,0.0004197291784798902
1158,4,0.0005812269906734016
1159,1,0.0005792245603224086
1159,2,0.0014677492448905878
1159,3,0.00012380115616531266
1159,4,0.00041845179922033685
1160,1,0.00012353379045825047
1160,2,0.0005783432020003956
1160,3,0.001466448616803809
1160,4,0.00041796577958612267
1161,1,0.0014618300676060136
1161,2,0.00041845933030228405
1161,3,0.0005797695789394653
1161,4,0.0001232989339414957
1162,1,0.00012323360939102613
1162,2,0.00041625933243907474
1162,3,0.0005764013943504282
1162,4,0.0014645424277463554
1163,1,0.0005769085910918019
1163,2,0.0014609016030640205
1163,3,0.00041670976080627315
1163,4,0.0001230027350205005
1164,1,0.0004155003284406536
1164,2,0.001458227487625652
1164,3,0.0005780302738963067
1164,4,0.00012285353929885758
1165,1,0.0001227886831186611
1165,2,0.0014554564034278633
1165,3,0.0005779205512184447
1165,4,0.0004155387592304106
1166,1,0.0014533697155140152
1166,2,0.0004160271107391441
1166,3,0.0005768530640480163
1166,4,0.0001225541235969559
1167,1,0.0004140489926339365
1167,2,0.00012229213347233583
1167,3,0.0014536003196939028
1167,4,0.0005759750496467307
1168,1,0.0005740086741061894
1168,2,0.0014524714662788193
1168,3,0.00041429013877623973
1168,4,0.00012225899552491235
1169,1,0.0005734387071331704
1169,2,0.00041232886805840397
1169,3,0.0014522668624802712
1169,4,0.00012211320669444766
1170,1,0.00041262398073076877
1170,2,0.00012185304286395405
1170,3,0.0005718171028741636
1170,4,0.001450976864526704
1171,1,0.001444965597654726
1171,2,0.00012231167556402717
1171,3,0.0004134341739841007
1171,4,0.0005736880755668448
1172,1,0.0014433149662037223
1172,2,0.00012216264709444865
1172,3,0.00057387367553545
1172,4,0.0004121854401259767
1173,1,0.001441668109244567
1173,2,0.000573586384883831
1173,3,0.00041190148033666194
1173,4,0.00012152426207674736
1174,1,0.0005705830268009347
1174,2,0.0004099616079485652
1174,3,0.0014439082020902244
1174,4,0.0001213799264698861
1175,1,0.0014383539439856395
1175,2,0.0005724416754473271
1175,3,0.0004109553723077791
1175,4,0.00012123290500138245
1176,1,0.0004097786393962043
1176,2,0.0014381759162522432
1176,3,0.00012137893832575565
1176,4,0.0005708149125886097
1177,1,0.001435072413634956
1177,2,0.000571290656861644
1177,3,0.0004100070146769084
1177,4,0.00012094087514757063
1178,1,0.0005683116828956978
1178,2,0.0014358415207857598
1178,3,0.00012098959916132235
1178,4,0.0004093446641382008
1179,1,0.00040836914756730495
1179,2,0.0014332451070744655
1179,3,0.0005693990938569506
1179,4,0.00012065188551892375
1180,1,0.0004079023217236445
1180,2,0.0014316072137766477
1180,3,0.00012079655487882232
1180,4,0.0005685426641747366
1181,1,0.00012044502711386874
1181,2,0.0014289274366179583
1181,3,0.0005687262794589151
1181,4,0.00040793731902583476
1182,1,0.0014269100331392181
1182,2,0.00012069744867073196
1182,3,0.0005681548291085695
1182,4,0.00040746710659740284
1183,1,0.0005654950607241582
1183,2,0.0004057564304709601
1183,3,0.001429107045388762
1183,4,0.00012007581427631545
1184,1,0.0005649467463487713
1184,2,0.00040530110445134596
1184,3,0.0014274587969104917
1184,4,0.00011993433135910128
1185,1,0.0005643994149187883
1185,2,0.0004048466715159668
1185,3,0.0001193991867440296
1185,4,0.0014262074473115097
1186,1,0.00011973174048167616
1186,2,0.0005635702666567985
1186,3,0.0014231359261314615
1186,4,0.00040563392172930906
1187,1,0.0014187608730416136
1187,2,0.0001199827988323134
1187,3,0.000565378967045138
1187,4,0.0004051684870326112
1188,1,0.0014171639034244287
1188,2,0.00011983848942428929
1188,3,0.0005648140918820216
1188,4,0.000404704068035434
1189,1,0.0005621857901748097
1189,2,0.0004030151867619119
1189,3,0.00011883451945963813
1189,4,0.001419723348043478
1190,1,0.0005616451897130916
1190,2,0.0014162889472687744
1190,3,0.00011927197340897416
1190,4,0.00040379455404621273
1191,1,0.0014123415334846275
1191,2,0.0005634388859371326
1191,3,0.00011912914088265895
1191,4,0.00040333308853650687
1192,1,0.0005605424888666142
1192,2,0.00040165497388091784
1192,3,0.00011841493304143014
1192,4,0.0014148850239367524
1193,1,0.001409145147958413
1193,2,0.000562335358800331
1193,3,0.00040261047496291
1193,4,0.00011866100234174935
1194,1,0.0001186004731818342
1194,2,0.0005591710794932142
1194,3,0.0004005678245758864
1194,4,0.0014116776557654214
1195,1,0.0014059616319563042
1195,2,0.00011884757168823857
1195,3,0.000560955354686835
1195,4,0.00040151831988890585
1196,1,0.00011832099842293254
1196,2,0.0014047744818798684
1196,3,0.0004017919115888088
1196,4,0.0005596712038028033
1197,1,0.0005578146779685139
1197,2,0.00011790300446248348
1197,3,0.00140551099827358
1197,4,0.0004006123437389383
1198,1,0.0014012333905402694
1198,2,0.0005595846466285607
1198,3,0.00011814582757308093
1198,4,0.0004001575725127097
1199,1,0.001399671881903467
1199,2,0.00055903099344214
1199,3,0.00011800525992258415
1199,4,0.00039970378240255296
1200,1,0.00011776164993958169
1200,2,0.0003985897253024226
1200,3,0.0005551862169351448
1200,4,0.0014021717136289684
1201,1,0.0005556522625855058
1201,2,0.00011734986745138641
1201,3,0.0013991960077668526
1201,4,0.00039881511664008963
1202,1,0.0005551191283839955
1202,2,0.0003971722595438978
1202,3,0.0013986171030858565
1202,4,0.00011741032413773544
1203,1,0.0013933758638362832
1203,2,0.0005568745493950662
1203,3,0.00011745353312795646
1203,4,0.00039792352803393223
1204,1,0.0013918301693410019
1204,2,0.0001175896743630228
1204,3,0.0003981920167703998
1204,4,0.0005553326644176089
1205,1,0.00011707349817196689
1205,2,0.0013906629310134055
1205,3,0.00039774261311227127
1205,4,0.0005547901028158486
1206,1,0.00011693544148350986
1206,2,0.0003959263308960425
1206,3,0.0005519836165321522
1206,4,0.0013927519743595087
1207,1,0.00011680033760138984
1207,2,0.0003954912997780503
1207,3,0.00055146327170466
1207,4,0.0013911757444298905
1208,1,0.0013856111372558353
1208,2,0.00039659921731446734
1208,3,0.0001168586273636578
1208,4,0.0005531985508182754
1209,1,0.0005513847561303938
1209,2,0.00011625745151491433
1209,3,0.0013867072745683557
1209,4,0.0003952667245376161
1210,1,0.0005508596084897328
1210,2,0.001384782719371963
1210,3,0.00039500753370255465
1210,4,0.00011631542303603935
1211,1,0.0013809908031233054
1211,2,0.0005525824935646465
1211,3,0.00011635753670286761
1211,4,0.00039438510735815456
1212,1,0.0013794697549428913
1212,2,0.00011649120447303434
1212,3,0.00039464955790275645
1212,4,0.0005510650121859104
1213,1,0.0003930378482560955
1213,2,0.0005485645365700788
1213,3,0.00011553878328559023
1213,4,0.0013819021219355942
1214,1,0.0003926084605291093
1214,2,0.0013777486425207719
1214,3,0.00011604217430255428
1214,4,0.000550015707114461
1215,1,0.00039217400697716225
1215,2,0.0005475248340982815
1215,3,0.00011527240540976658
1215,4,0.0013788179922980244
1216,1,0.000547708924042623
1216,2,0.0003910499241720325
1216,3,0.0013769047958953748
1216,4,0.00011550744453516351
1217,1,0.001371810802212813
1217,2,0.0003926554261726028
1217,3,0.0005487154635598331
1217,4,0.00011537213980625759
1218,1,0.0013703076689572389
1218,2,0.00039221638436803396
1218,3,0.0005481839217807524
1218,4,0.00011523710796257113
1219,1,0.00039044760685190384
1219,2,0.0013701364598782617
1219,3,0.00011536928389444948
1219,4,0.0005473916244121992
1220,1,0.0003900175161824435
1220,2,0.0005449246798388598
1220,3,0.00011460772866924236
1220,4,0.0013711951929716712
1221,1,0.0005451066735391958
1221,2,0.00011465102826629124
1221,3,0.0013683409092113362
1221,4,0.00039005511316930123
1222,1,0.0013642658356990307
1222,2,0.0003904900573155633
1222,3,0.0005461001496400694
1222,4,0.00011470523302984186
1223,1,0.000544069549237739
1223,2,0.0003880491851693584
1223,3,0.0013662886097442896
1223,4,0.00011457401843047048
1224,1,0.0001145175645587343
1224,2,0.000543298664370167
1224,3,0.0013638148995563217
1224,4,0.00038877256904001255
1225,1,0.000543050517641989
1225,2,0.0013619491004563133
1225,3,0.00011448424486063517
1225,4,0.00038834690656085023
1226,1,0.0005425393424165341
1226,2,0.0003867843760752471
1226,3,0.00136175821791734
1226,4,0.00011418023161103745
1227,1,0.00054203349885964
1227,2,0.0013589422747167887
1227,3,0.00011422182298782996
1227,4,0.0003875022275268918
1228,1,0.00011399311912108611
1228,2,0.0005412639701067851
1228,3,0.00135780477832711
1228,4,0.0003870798651190353
1229,1,0.0003862058075556363
1229,2,0.00011369100866590704
1229,3,0.0005400793264143493
1229,4,0.0013576107056896178
1230,1,0.0001137332303003983
1230,2,0.001352645620505952
1230,3,0.0003869182719804263
1230,4,0.0005417414239419907
1231,1,0.00011360161858028304
1231,2,0.00038519464316302766
1231,3,0.0005390676870534959
1231,4,0.0013546318262506489
1232,1,0.00011347273928987206
1232,2,0.001349686579624024
1232,3,0.0005414025805181444
1232,4,0.00038539590704451753
1233,1,0.0003845293007468499
1233,2,0.00011317153042044082
1233,3,0.0013495151177897139
1233,4,0.0005402117706811151
1234,1,0.00038411177912771945
1234,2,0.0013476917984422765
1234,3,0.0005399588244355451
1234,4,0.00011313673965894402
1235,1,0.0005379742535333958
1235,2,0.00011282549163020099
1235,3,0.0003828545529791973
1235,4,0.0013487207448574154
1236,1,0.0001129537569515954
1236,2,0.0005372219383232781
1236,3,0.0003824456217355332
1236,4,0.0013472350737632477
1237,1,0.00011282605216947174
1237,2,0.0013423389391623481
1237,3,0.0005388639303988678
1237,4,0.0003833136853196653
1238,1,0.00038245624617554196
1238,2,0.0005358063764167649
1238,3,0.00011227399928948542
1238,4,0.0013442983223202441
1239,1,0.0005359808106392932
1239,2,0.0001123148514108611
1239,3,0.0013415479048217694
1239,4,0.00038248977171699425
1240,1,0.0005354837032293339
1240,2,0.00038097135468970666
1240,3,0.0013410103458072827
1240,4,0.0001123683760060629
1241,1,0.0005349903868801988
1241,2,0.00011206099802717912
1241,3,0.0013386208056033041
1241,4,0.000381668708374109
1242,1,0.0013347048319388916
1242,2,0.00011253324804295831
1242,3,0.00038191852972066937
1242,4,0.0005356909970060169
1243,1,0.000533990291076746
1243,2,0.00011180569849139851
1243,3,0.00037957683496116386
1243,4,0.0013369934481647716
1244,1,0.000533500859869996
1244,2,0.00037933967398833587
1244,3,0.00011151476903666394
1244,4,0.0013355317937760434
1245,1,0.0001118058363290793
1245,2,0.0003794298072929749
1245,3,0.0005321032827037397
1245,4,0.0013340724997436787
1246,1,0.00037919222699733053
1246,2,0.00011151491653324699
1246,3,0.001330519065093465
1246,4,0.0005337180357230402
1247,1,0.0013274902578999273
1247,2,0.0001118961567547699
1247,3,0.00037987385021330116
1247,4,0.0005332146265118804
1248,1,0.0003783739961107539
1248,2,0.0013273250362640001
1248,3,0.00011160286852068039
1248,4,0.0005327163430970486
1249,1,0.00011129900379415281
1249,2,0.0013249928586468458
1249,3,0.0003790528048162183
1249,4,0.0005322161477567794
1250,1,0.0005305374558385889
1250,2,0.00037690710916280467
1250,3,0.00011076032845522067
1250,4,0.0013269064430957351
1251,1,0.000530054208272821
1251,2,0.0003765094254050121
1251,3,0.001325126053494794
1251,4,0.00011097610936873898
1252,1,0.00037676116084547423
1252,2,0.001321616372041473
1252,3,0.0001110987821970698
1252,4,0.0005307483518246908
1253,1,0.00011079743421409182
1253,2,0.001319302624812582
1253,3,0.000377434268566558
1253,4,0.0005302517646743157
1254,1,0.00011067138058021423
1254,2,0.0005283388140803918
1254,3,0.0013199659770318525
1254,4,0.0003763800710014678
1255,1,0.00011054701720384087
1255,2,0.0005278556394098362
1255,3,0.0003747454134634415
1255,4,0.0013197793355409588
1256,1,0.0001104237157038084
1256,2,0.0013150636134805712
1256,3,0.000529437884438045
1256,4,0.00037557902426274076
1257,1,0.00037475522517950595
1257,2,0.0013145625560519465
1257,3,0.00011047205600727854
1257,4,0.0005282982515450108
1258,1,0.0013119372638648763
1258,2,0.00011050841421033288
1258,3,0.0003754205644953719
1258,4,0.0005278049568864348
1259,1,0.0005261540040945415
1259,2,0.000109804783281594
1259,3,0.00037315266005879773
1259,4,0.0013141536338947802
1260,1,0.0003735617759938952
1260,2,0.0005250386011820771
1260,3,0.0001095231535934543
1260,4,0.001312736981546884
1261,1,0.0005252044700882644
1261,2,0.00037253148366612094
1261,3,0.00010940182415599451
1261,4,0.001311323583116066
1262,1,0.00037277934365363485
1262,2,0.00010952255042279945
1262,3,0.0005238510779710742
1262,4,0.001309912467446656
1263,1,0.00010956054515008697
1263,2,0.0005240161680289036
1263,3,0.00037159391946772405
1263,4,0.0013085045508911203
1264,1,0.0005237861192435629
1264,2,0.0001091975210141447
1264,3,0.0013058896202456348
1264,4,0.00037241786188944
1265,1,0.0005233105934925398
1265,2,0.0003709739255584964
1265,3,0.00010891781540094013
1265,4,0.001305706102605026
1266,1,0.0013007533654550007
1266,2,0.00010952462168563138
1266,3,0.00037226740884927704
1266,4,0.0005239834661871277
1267,1,0.0003708236736086945
1267,2,0.0005217248963828154
1267,3,0.00010867508334698041
1267,4,0.0013029350822630471
1268,1,0.0003704369206075065
1268,2,0.0012992022894930872
1268,3,0.0005232721370291934
1268,4,0.00010888085045543618
1269,1,0.0005214099684835773
1269,2,0.0012986431824599165
1269,3,0.0003706164229970923
1269,4,0.00010875950342842486
1270,1,0.00010870860435144332
1270,2,0.0005206986760015051
1270,3,0.0012975935075987045
1270,4,0.0003700691490038464
1271,1,0.00036926891009512645
1271,2,0.00010843114495172036
1271,3,0.0012954105823945502
1271,4,0.0005216054150153579
1272,1,0.0003688808559351104
1272,2,0.00010831033215188974
1272,3,0.0005191302709191357
1272,4,0.001296042354960743
1273,1,0.00036849769127972017
1273,2,0.0012923453475115838
1273,3,0.0005209002233718634
1273,4,0.00010827664945336396
1274,1,0.0005190551358866399
1274,2,0.0003674873314798079
1274,3,0.00010783443023075301
1274,4,0.0012933011181338685
1275,1,0.00010810708192784237
1275,2,0.0005183552882951955
1275,3,0.0012907426048323477
1275,4,0.0003681371869548533
1276,1,0.0012870771001860133
1276,2,0.0005201104669840178
1276,3,0.00010807178338798084
1276,4,0.0003677473963413609
1277,1,0.0003669569843351121
1277,2,0.0005170298047542733
1277,3,0.0012888967583256097
1277,4,0.00010779762107107688
1278,1,0.00010774761339614986
1278,2,0.0005169530929505512
1278,3,0.0003658044000561866
1278,4,0.0012878519276225148
1279,1,0.00010762934053746813
1279,2,0.0012833422701385001
1279,3,0.0005184670188042009
1279,4,0.00036659876289490327
1280,1,0.0003658131902281197
1280,2,0.0005156396855596454
1280,3,0.00010712216211097895
1280,4,0.0012851481913066856
1281,1,0.00010739132280769393
1281,2,0.0012806557927609373
1281,3,0.0005175307082953089
1281,4,0.0003658343681808229
1282,1,0.00036505200837637076
1282,2,0.0005147137249328702
1282,3,0.00010688616027869356
1282,4,0.0012824548060028273
1283,1,0.00010715417110422868
1283,2,0.0005146387329856069
1283,3,0.00036391105191171366
1283,4,0.0012811008029577147
1284,1,0.00010703695631646438
1284,2,0.0012766341956125602
1284,3,0.00036531246246259417
1284,4,0.0005155230124858956
1285,1,0.0005139480716690246
1285,2,0.00036330872652762014
1285,3,0.00010653478031140956
1285,4,0.0012784230149871982
1286,1,0.0001068010782620893
1286,2,0.0005132620773976861
1286,3,0.00036278512454211796
1286,4,0.0012770768724075297
1287,1,0.00036317308743378916
1287,2,0.0005124312196107008
1287,3,0.0012754198123460462
1287,4,0.00010661683365657572
1288,1,0.000512585943513749
1288,2,0.00010633770217966105
1288,3,0.00036204210889452374
1288,4,0.001274394663964655
1289,1,0.0001064517284415787
1289,2,0.0003622776498319712
1289,3,0.0012711214419842915
1289,4,0.0005132347474888654
1290,1,0.00126834296450956
1290,2,0.00010664666615917807
1290,3,0.0005133769511029223
1290,4,0.00036244353887940887
1291,1,0.0012670403766346066
1291,2,0.00010652794220157092
1291,3,0.0003626718886093318
1291,4,0.0005123021682365422
1292,1,0.0012657397884448243
1292,2,0.00036244294772910405
1292,3,0.0005120671326566734
1292,4,0.00010602937827248035
1293,1,0.00036092039160367124
1293,2,0.00010583143450900016
1293,3,0.001265893284575664
1293,4,0.0005113784734430733
1294,1,0.0005098287797249164
1294,2,0.00035994777987558496
1294,3,0.0012661934488665356
1294,4,0.00010579764943947753
1295,1,0.0005093800428812939
1295,2,0.00010552243914540645
1295,3,0.0012640442071472945
1295,4,0.00036057086505694166
1296,1,0.0003598104510717383
1296,2,0.00010548540494950422
1296,3,0.0005081050526563101
1296,4,0.001263867905485952
1297,1,0.0005084843039961128
1297,2,0.0012611104727061546
1297,3,0.00010560080520393608
1297,4,0.00035983230585223366
1298,1,0.0005080341973228519
1298,2,0.00035847897682490234
1298,3,0.00010503114343874777
1298,4,0.0012612442471232486
1299,1,0.00010529019033452766
1299,2,0.0003585627025624294
1299,3,0.0012580313537128823
1299,4,0.0005086712159581232
1300,1,0.00010517501117904171
1300,2,0.000358194926649463
1300,3,0.0012567377963582517
1300,4,0.0005082176290804205
1301,1,0.0012540183205147159
1301,2,0.0005085826176036732
1301,3,0.00010513919773222237
1301,4,0.0003583560178053378
1302,1,0.0012527424503362757
1302,2,0.00010524869545405766
1302,3,0.0005078980651391309
1302,4,0.00035798491436218416
1303,1,0.0003572351699597164
1303,2,0.0012525881576906342
1303,3,0.000507074612596792
1303,4,0.00010476155855677216
1304,1,0.0005053275169999519
1304,2,0.0003562797555378716
1304,3,0.001253189780326421
1304,4,0.00010464838748909129
1305,1,0.00010460124364921545
1305,2,0.0005046636654165192
1305,3,0.00035577433275466155
1305,4,0.0012521956040768068
